ITEM_CODE','START_DATE','END_DATE',AMOUNT',STATE'
'70505',1/10/2022,12/31/2099,15.65,PA
'70506',1/7/2022,6/17/2022,35.89,PA
'70506',6/18/2022,12/31/2099,46.03,PA
'70507',1/10/2022,12/31/2099,152.43,PA
'70508',1/7/2022,12/31/2099,16.71,PA
'70509',1/10/2022,12/31/2099,15.65,PA
'70516',1/10/2022,12/31/2099,101.91,PA
'70517',1/6/2022,12/31/2099,18.13,PA
'70518',1/6/2022,12/31/2099,18.13,PA
'70519',1/6/2022,12/31/2099,18.13,PA
'70521',1/10/2022,12/31/2099,19.87,PA
'70522',1/10/2022,12/31/2099,15.65,PA
'70523',1/10/2022,12/31/2099,160.72,PA
'70525',1/7/2022,12/31/2099,83.35,PA
'70526',5/6/2022,12/31/2099,152.88,PA
'70527',1/7/2022,12/31/2099,24.55,PA
'70531',5/6/2022,12/31/2099,152.88,PA
'70532',1/10/2022,12/31/2099,16.82,PA
'70533',2/24/2022,12/31/2099,12,PA
'70534',1/6/2022,12/31/2099,18.13,PA
'70536',2/21/2022,12/31/2099,20.99,PA
'70539',1/10/2022,12/31/2099,12.99,PA
'70541',5/7/2022,12/31/2099,35.63,PA
'70542',1/6/2022,12/31/2099,22.32,PA
'70544',5/7/2022,12/31/2099,20.94,PA
'70545',5/7/2022,12/31/2099,30.11,PA
'70546',4/16/2022,12/31/2099,122.1,PA
'70547',1/6/2022,12/31/2099,18.69,PA
'70549',1/6/2022,12/31/2099,18.13,PA
'70550',1/7/2022,12/31/2099,26.34,PA
'70551',1/7/2022,12/31/2099,46.01,PA
'70553',5/7/2022,12/31/2099,38.24,PA
'70555',1/10/2022,12/31/2099,15.45,PA
'70558',1/10/2022,12/31/2099,14.32,PA
'70561',1/6/2022,12/31/2099,18.13,PA
'70563',1/18/2022,12/31/2099,27.99,PA
'70564',4/9/2022,12/31/2099,184,PA
'70567',1/10/2022,12/31/2099,19.87,PA
'70568',5/7/2022,12/31/2099,20.07,PA
'70576',1/7/2022,12/31/2099,24.55,PA
'70577',1/7/2022,12/31/2099,16.71,PA
'70579',1/10/2022,12/31/2099,15.49,PA
'70582',5/7/2022,12/31/2099,15.86,PA
'70583',1/10/2022,12/31/2099,12.99,PA
'70584',1/6/2022,12/31/2099,18.13,PA
'70585',1/6/2022,12/31/2099,18.13,PA
'70586',1/10/2022,12/31/2099,13.29,PA
'70588',1/6/2022,12/31/2099,18.13,PA
'70590',1/6/2022,12/31/2099,28.12,PA
'70591',1/6/2022,12/31/2099,32.22,PA
'70592',5/14/2022,12/31/2099,15.26,PA
'70593',5/14/2022,12/31/2099,15.26,PA
'70594',5/14/2022,12/31/2099,15.26,PA
'70595',5/14/2022,12/31/2099,15.26,PA
'70596',1/6/2022,12/31/2099,18.13,PA
'70597',1/10/2022,12/31/2099,19.87,PA
'70598',1/10/2022,12/31/2099,15.65,PA
'70599',1/7/2022,12/31/2099,24.55,PA
'70600',1/10/2022,12/31/2099,14.9,PA
'70601',1/10/2022,12/31/2099,15.73,PA
'70602',1/10/2022,12/31/2099,15.73,PA
'70604',5/7/2022,12/31/2099,42.02,PA
'70605',1/7/2022,12/31/2099,31.59,PA
'70606',3/12/2022,6/17/2022,159.2,PA
'70606',6/18/2022,12/31/2099,170.45,PA
'70607',1/6/2022,12/31/2099,30.69,PA
'70608',1/6/2022,12/31/2099,18.13,PA
'70609',1/6/2022,12/31/2099,18.13,PA
'70611',1/6/2022,12/31/2099,28.12,PA
'70612',1/6/2022,12/31/2099,18.64,PA
'70613',5/7/2022,12/31/2099,16.57,PA
'70614',6/18/2022,12/31/2099,16.26,PA
'70614',4/4/2022,6/17/2022,14.13,PA
'70615',4/16/2022,12/31/2099,122.1,PA
'70616',1/21/2022,12/31/2099,16.95,PA
'70617',1/10/2022,12/31/2099,58.72,PA
'70618',1/10/2022,12/31/2099,57.26,PA
'70619',1/10/2022,12/31/2099,140.47,PA
'70621',2/10/2022,12/31/2099,58.72,PA
'70622',1/10/2022,12/31/2099,200.45,PA
'70623',1/10/2022,12/31/2099,140.47,PA
'70626',4/2/2022,12/31/2099,40.39,PA
'70636',1/10/2022,12/31/2099,55.28,PA
'70637',1/10/2022,12/31/2099,183.83,PA
'70640',1/10/2022,12/31/2099,192,PA
'70646',1/10/2022,12/31/2099,140.47,PA
'20013',4/10/2022,12/31/2099,47.88,PA
'20023',4/10/2022,12/31/2099,47.88,PA
'20225',7/28/2021,12/31/2099,14.96,PA
'20324',3/7/2022,12/31/2099,2.28,PA
'20331',1/10/2020,12/31/2099,24.88,PA
'20332',1/10/2020,12/31/2099,24.88,PA
'20344',9/26/2021,12/31/2099,17.88,PA
'20349',7/28/2021,12/31/2099,14.96,PA
'20371',4/10/2022,12/31/2099,35.68,PA
'20372',4/10/2022,12/31/2099,35.68,PA
'20380',4/10/2022,12/31/2099,27.6,PA
'20381',4/10/2022,12/31/2099,27.6,PA
'20382',4/10/2022,12/31/2099,27.6,PA
'20383',4/10/2022,12/31/2099,27.6,PA
'20385',4/10/2022,12/31/2099,27.6,PA
'20389',1/10/2020,12/31/2099,1.73,PA
'20401',1/10/2020,12/31/2099,2.19,PA
'20407',3/29/2022,12/31/2099,93.5,PA
'20414',1/10/2020,12/31/2099,24.73,PA
'20417',1/10/2020,12/31/2099,24.73,PA
'20418',1/10/2020,12/31/2099,24.73,PA
'20433',10/11/2021,12/31/2099,17.72,PA
'20450',4/18/2022,12/31/2099,39,PA
'20451',1/10/2020,12/31/2099,29.88,PA
'20453',1/10/2020,12/31/2099,31.8,PA
'20454',1/10/2020,12/31/2099,1.05,PA
'20461',4/12/2022,12/31/2099,57.44,PA
'20465',12/19/2021,12/31/2099,30.87,PA
'20483',8/23/2021,12/31/2099,4.28,PA
'20489',1/2/2022,12/31/2099,36.24,PA
'20490',1/2/2022,12/31/2099,36.24,PA
'20493',1/31/2022,12/31/2099,47.6,PA
'20494',1/31/2022,12/31/2099,47.6,PA
'20500',1/31/2022,12/31/2099,43.1,PA
'20517',1/10/2020,12/31/2099,14.88,PA
'20519',1/10/2020,12/31/2099,22.41,PA
'20521',6/21/2021,12/31/2099,1.21,PA
'20549',9/20/2021,12/31/2099,13.56,PA
'20554',3/14/2022,12/31/2099,30.05,PA
'20558',3/14/2022,12/31/2099,30.91,PA
'20566',3/14/2022,12/31/2099,26.84,PA
'20590',4/12/2022,12/31/2099,48.31,PA
'20593',4/12/2022,12/31/2099,50.69,PA
'20596',4/12/2022,12/31/2099,131.85,PA
'20610',1/10/2020,12/31/2099,35.88,PA
'20670',1/2/2022,12/31/2099,18.18,PA
'20671',2/27/2022,12/31/2099,25.12,PA
'20688',1/10/2020,12/31/2099,6.49,PA
'20690',1/10/2020,12/31/2099,6.49,PA
'20692',1/10/2020,12/31/2099,31.4,PA
'20739',1/10/2020,12/31/2099,5.99,PA
'20751',9/20/2021,12/31/2099,50.4,PA
'20753',9/20/2021,12/31/2099,50.4,PA
'20757',9/20/2021,12/31/2099,50.4,PA
'20758',9/20/2021,12/31/2099,50.4,PA
'20761',4/17/2022,12/31/2099,30.08,PA
'20764',4/17/2022,12/31/2099,30.08,PA
'20803',1/10/2020,12/31/2099,20.4,PA
'21016',1/10/2020,12/31/2099,2.54,PA
'21067',1/10/2020,12/31/2099,1.63,PA
'21205',3/8/2021,12/31/2099,1.86,PA
'21295',1/10/2020,12/31/2099,3.58,PA
'21298',1/10/2020,12/31/2099,1.99,PA
'21299',3/27/2022,12/31/2099,2.45,PA
'21302',10/21/2021,12/31/2099,3.75,PA
'21304',1/10/2020,12/31/2099,6.99,PA
'21312',1/10/2020,12/31/2099,18.15,PA
'21321',1/10/2020,12/31/2099,10.5,PA
'21330',4/4/2022,12/31/2099,31.92,PA
'21331',4/4/2022,12/31/2099,31.92,PA
'21335',4/4/2022,12/31/2099,31.92,PA
'21450',1/10/2020,12/31/2099,75.9,PA
'21451',2/28/2022,12/31/2099,1.27,PA
'21490',1/10/2020,12/31/2099,29.15,PA
'21492',1/10/2020,12/31/2099,29.15,PA
'21493',1/10/2020,12/31/2099,58.1,PA
'21494',1/10/2020,12/31/2099,29.15,PA
'21505',1/10/2020,12/31/2099,54.7,PA
'21506',9/10/2021,12/31/2099,63.5,PA
'21509',9/10/2021,12/31/2099,65.7,PA
'21511',9/10/2021,12/31/2099,62.5,PA
'21512',9/10/2021,12/31/2099,57.6,PA
'21583',1/10/2020,12/31/2099,32.3,PA
'21599',3/20/2022,12/31/2099,33.58,PA
'21601',10/7/2021,12/31/2099,531,PA
'21640',1/10/2020,12/31/2099,66,PA
'21642',1/10/2020,12/31/2099,73.5,PA
'21693',1/3/2022,12/31/2099,282.5,PA
'21698',1/3/2022,12/31/2099,270,PA
'21705',1/10/2020,12/31/2099,3.09,PA
'21708',7/9/2021,12/31/2099,31.24,PA
'21724',1/10/2020,12/31/2099,66,PA
'40006',1/10/2020,12/31/2099,24.75,PA
'40016',3/14/2022,12/31/2099,24.06,PA
'40066',1/10/2020,12/31/2099,22.84,PA
'40096',3/14/2022,12/31/2099,25.99,PA
'70148',8/23/2021,12/31/2099,6.06,PA
'70151',4/29/2022,12/31/2099,4.42,PA
'70344',4/1/2022,12/31/2099,77.4,PA
'70365',4/22/2022,12/31/2099,1.48,PA
'70366',4/22/2022,12/31/2099,1.49,PA
'70430',12/22/2021,12/31/2099,23.27,PA
'70431',12/22/2021,12/31/2099,23.27,PA
'70432',12/22/2021,12/31/2099,36.24,PA
'70433',12/22/2021,12/31/2099,35.01,PA
'70434',3/24/2022,12/31/2099,62,PA
'20025',12/3/2021,12/31/2099,162.96,PA
'20079',1/10/2020,12/31/2099,51.52,PA
'20151',1/10/2020,12/31/2099,110.52,PA
'20174',1/10/2020,12/31/2099,50.8,PA
'20176',1/10/2020,12/31/2099,33,PA
'20276',1/10/2020,12/31/2099,48.5,PA
'20285',1/10/2020,12/31/2099,113.04,PA
'20330',1/10/2020,12/31/2099,126,PA
'20369',3/29/2021,12/31/2099,148.8,PA
'20386',1/10/2020,12/31/2099,36,PA
'20425',10/22/2020,12/31/2099,63.8,PA
'20427',6/14/2021,12/31/2099,18.95,PA
'20441',6/14/2021,12/31/2099,18.95,PA
'20650',10/26/2020,12/31/2099,16.95,PA
'20818',6/14/2021,12/31/2099,18.95,PA
'20896',1/10/2020,12/31/2099,44,PA
'20934',1/10/2020,12/31/2099,11.99,PA
'20939',1/10/2020,12/31/2099,15,PA
'20947',3/4/2021,12/31/2099,11.28,PA
'20949',1/10/2020,12/31/2099,66.95,PA
'21136',10/22/2020,12/31/2099,142.08,PA
'21137',3/4/2021,12/31/2099,11.28,PA
'21143',3/4/2021,12/31/2099,11.28,PA
'21314',1/10/2020,12/31/2099,11.55,PA
'21315',3/27/2022,12/31/2099,17.19,PA
'21473',10/29/2020,12/31/2099,35,PA
'21646',3/4/2021,12/31/2099,11.28,PA
'21688',3/6/2022,12/31/2099,18.5,PA
'40131',6/15/2020,12/31/2099,59.85,PA
'40133',1/10/2020,12/31/2099,44.1,PA
'40134',1/10/2020,12/31/2099,55.8,PA
'40142',6/15/2020,12/31/2099,79.5,PA
'40149',6/15/2020,12/31/2099,85.8,PA
'40162',1/10/2020,12/31/2099,43.74,PA
'70459',1/10/2020,12/31/2099,102.5,PA
'70462',1/10/2020,12/31/2099,97.2,PA
'70464',3/2/2020,12/31/2099,13.5,PA
'70465',4/10/2020,12/31/2099,38.75,PA
'70468',11/1/2021,12/31/2099,14.45,PA
'70484',1/10/2020,12/31/2099,25.83,PA
'70485',1/2/2022,12/31/2099,41.5,PA
'70487',1/2/2022,12/31/2099,25,PA
'70566',1/10/2020,12/31/2099,33.8,PA
'70570',9/6/2020,12/31/2099,43.41,PA
'70571',9/6/2020,12/31/2099,39.48,PA
'70572',10/8/2020,12/31/2099,39.48,PA
'70574',9/6/2020,12/31/2099,49.41,PA
'70580',5/1/2022,12/31/2099,14.95,PA
'70627',9/28/2021,12/31/2099,33.45,PA
'70628',9/28/2021,12/31/2099,33.45,PA
'70630',9/29/2021,12/31/2099,25.85,PA
'70631',9/6/2020,12/31/2099,23.8,PA
'70632',9/28/2021,12/31/2099,25.45,PA
'70633',9/28/2021,12/31/2099,50,PA
'70634',9/28/2021,12/31/2099,52.45,PA
'70635',9/6/2020,12/31/2099,49.27,PA
'70639',5/17/2022,12/31/2099,19.95,PA
'70647',11/8/2021,12/31/2099,56.15,PA
'70648',3/16/2020,12/31/2099,46.5,PA
'70419',5/14/2022,12/31/2099,210.11,PA
'70012',5/17/2022,12/31/2099,26.68,PA
'70023',6/4/2022,12/31/2099,28.85,PA
'70041',6/4/2022,12/31/2099,28.85,PA
'70342',1/8/2022,12/31/2099,27.61,PA
'20387',2/2/2022,12/31/2099,45.32,NY
'20537',2/8/2022,12/31/2099,40.8,NY
'20539',2/8/2022,12/31/2099,42,NY
'20540',2/8/2022,12/31/2099,42,NY
'20601',2/12/2020,12/31/2099,60.89,NY
'20752',1/10/2020,12/31/2099,81.79,NY
'20815',1/10/2020,12/31/2099,81.79,NY
'20842',3/23/2022,12/31/2099,40.21,NY
'70336',5/4/2022,12/31/2099,60.6,NY
'70337',5/4/2022,12/31/2099,60.6,NY
'70338',5/4/2022,12/31/2099,60.6,NY
'70339',2/1/2022,12/31/2099,54.67,NY
'70340',12/28/2021,12/31/2099,69,NY
'70381',2/16/2022,12/31/2099,46.54,NY
'70382',2/16/2022,12/31/2099,46.54,NY
'70384',2/16/2022,12/31/2099,48.84,NY
'70385',2/16/2022,12/31/2099,46.54,NY
'70386',2/16/2022,12/31/2099,46.89,NY
'70387',2/16/2022,12/31/2099,46.89,NY
'70388',2/16/2022,12/31/2099,46.89,NY
'70390',2/16/2022,12/31/2099,45.55,NY
'20016',4/2/2022,12/31/2099,66.47,NY
'20018',4/2/2022,12/31/2099,66.47,NY
'20064',3/12/2022,12/31/2099,24.68,NY
'20096',5/21/2022,12/31/2099,57.09,NY
'20103',1/10/2020,12/31/2099,50.59,NY
'20261',9/18/2021,12/31/2099,68.69,NY
'20284',5/7/2022,12/31/2099,47.53,NY
'20296',5/7/2022,12/31/2099,40.41,NY
'20311',1/10/2020,12/31/2099,60.29,NY
'20319',1/1/2022,12/31/2099,133.35,NY
'20366',3/26/2022,12/31/2099,44.65,NY
'20367',3/26/2022,12/31/2099,44.65,NY
'20368',3/26/2022,12/31/2099,44.65,NY
'20370',3/26/2022,12/31/2099,44.65,NY
'20391',5/14/2021,12/31/2099,651.1,NY
'20392',3/26/2022,12/31/2099,41.55,NY
'20396',3/26/2022,12/31/2099,41.55,NY
'20428',10/16/2021,12/31/2099,126.12,NY
'20436',12/4/2021,12/31/2099,30.52,NY
'20446',6/25/2020,12/31/2099,82.3,NY
'20551',3/12/2022,6/17/2022,33.92,NY
'20551',6/18/2022,12/31/2099,34.41,NY
'20552',1/1/2022,12/31/2099,42.6,NY
'20578',10/30/2021,12/31/2099,41.31,NY
'20580',8/1/2020,12/31/2099,34.04,NY
'20581',1/10/2020,12/31/2099,33.82,NY
'20589',5/14/2022,12/31/2099,83.24,NY
'20591',5/28/2022,12/31/2099,43.95,NY
'20591',1/10/2020,5/27/2022,41.26,NY
'20592',10/30/2021,12/31/2099,47.23,NY
'20604',3/19/2022,12/31/2099,22.07,NY
'20605',3/19/2022,12/31/2099,20.67,NY
'20607',3/19/2022,12/31/2099,22.77,NY
'20611',2/26/2022,12/31/2099,34.21,NY
'20613',2/26/2022,12/31/2099,34.21,NY
'20621',3/19/2022,12/31/2099,24.89,NY
'20627',6/4/2022,12/31/2099,24,NY
'20627',1/10/2020,6/3/2022,23.15,NY
'20628',12/22/2021,6/3/2022,30.8,NY
'20628',6/4/2022,12/31/2099,33.36,NY
'20630',3/19/2022,12/31/2099,17.11,NY
'20636',3/19/2022,5/27/2022,19.12,NY
'20636',5/28/2022,12/31/2099,19.35,NY
'20638',4/9/2022,12/31/2099,28.45,NY
'20641',5/7/2022,12/31/2099,46.59,NY
'20642',5/7/2022,12/31/2099,46.59,NY
'20643',1/10/2020,12/31/2099,298.38,NY
'20649',5/14/2021,12/31/2099,651.1,NY
'20662',5/7/2022,12/31/2099,31.62,NY
'20663',5/7/2022,12/31/2099,31.62,NY
'20664',3/19/2022,12/31/2099,20.67,NY
'20667',3/19/2022,12/31/2099,22.07,NY
'20669',3/5/2022,5/27/2022,19.75,NY
'20669',5/28/2022,12/31/2099,20.5,NY
'20673',3/19/2022,12/31/2099,18.15,NY
'20675',3/19/2022,12/31/2099,18.15,NY
'20694',1/15/2022,5/27/2022,60.46,NY
'20694',5/28/2022,12/31/2099,64.29,NY
'20697',5/28/2022,12/31/2099,65.89,NY
'20697',1/15/2022,5/27/2022,62.92,NY
'20700',6/4/2022,12/31/2099,24,NY
'20700',1/10/2020,6/3/2022,23.15,NY
'20720',12/17/2020,12/31/2099,99.74,NY
'20721',5/14/2022,12/31/2099,83.24,NY
'20724',5/1/2022,12/31/2099,38,NY
'20741',2/26/2022,12/31/2099,36.08,NY
'20744',12/22/2021,6/3/2022,30.8,NY
'20744',6/4/2022,12/31/2099,33.36,NY
'20754',2/26/2022,12/31/2099,23.4,NY
'20760',6/4/2022,12/31/2099,43.95,NY
'20760',1/10/2020,6/3/2022,42.24,NY
'20763',5/22/2021,12/31/2099,23.75,NY
'20767',3/19/2022,12/31/2099,16.36,NY
'20788',1/8/2022,6/3/2022,32.08,NY
'20788',6/4/2022,12/31/2099,33.36,NY
'20798',10/30/2021,12/31/2099,51.54,NY
'20799',10/30/2021,12/31/2099,51.54,NY
'20810',1/8/2022,12/31/2099,30.34,NY
'20830',6/4/2022,12/31/2099,27.85,NY
'20830',1/10/2020,6/3/2022,25.74,NY
'20834',3/19/2022,12/31/2099,32.9,NY
'20836',11/20/2021,12/31/2099,27.89,NY
'20844',6/4/2022,12/31/2099,27.85,NY
'20844',1/10/2020,6/3/2022,25.74,NY
'20846',1/10/2020,12/31/2099,38.99,NY
'20849',5/28/2022,12/31/2099,48.19,NY
'20849',3/19/2022,5/27/2022,48.12,NY
'20854',2/5/2022,6/10/2022,27.94,NY
'20854',6/11/2022,12/31/2099,29.48,NY
'20855',6/4/2022,12/31/2099,24,NY
'20855',1/10/2020,6/3/2022,23.15,NY
'20858',12/22/2021,12/31/2099,114.99,NY
'20860',8/1/2020,12/31/2099,159.45,NY
'20884',10/30/2021,12/31/2099,51.54,NY
'20888',7/24/2021,12/31/2099,676,NY
'20891',6/18/2022,12/31/2099,108.78,NY
'20891',1/29/2022,6/17/2022,102.92,NY
'20921',1/10/2020,12/31/2099,411.75,NY
'20927',4/23/2022,12/31/2099,58,NY
'20928',5/14/2021,12/31/2099,37.56,NY
'20929',5/14/2021,12/31/2099,37.56,NY
'20942',1/10/2020,12/31/2099,209.99,NY
'20943',1/10/2020,12/31/2099,48.79,NY
'20954',1/29/2022,12/31/2099,35.12,NY
'20969',2/2/2022,12/31/2099,288.99,NY
'21026',1/1/2022,12/31/2099,79.12,NY
'21027',1/1/2022,12/31/2099,46.92,NY
'21031',5/14/2022,12/31/2099,35.89,NY
'21033',5/11/2022,12/31/2099,82.23,NY
'21049',5/21/2022,12/31/2099,18.89,NY
'21050',1/1/2022,12/31/2099,75.53,NY
'21051',5/14/2022,12/31/2099,35.51,NY
'21066',1/1/2022,12/31/2099,79.12,NY
'21076',5/21/2022,12/31/2099,18.89,NY
'21081',4/9/2022,12/31/2099,36.32,NY
'21106',2/5/2022,12/31/2099,17.69,NY
'21107',4/9/2022,12/31/2099,36.32,NY
'21108',3/5/2022,12/31/2099,17.69,NY
'21110',5/28/2022,12/31/2099,17.55,NY
'21110',7/31/2021,5/27/2022,17.45,NY
'21134',8/1/2020,12/31/2099,184.15,NY
'21161',7/24/2021,5/27/2022,19.35,NY
'21161',5/28/2022,12/31/2099,19.49,NY
'21162',5/28/2022,12/31/2099,19.49,NY
'21162',7/24/2021,5/27/2022,19.35,NY
'21266',11/13/2021,12/31/2099,26.15,NY
'21272',11/13/2021,12/31/2099,26.15,NY
'21289',4/9/2022,12/31/2099,28.5,NY
'21290',3/12/2022,12/31/2099,24.68,NY
'21296',4/9/2022,12/31/2099,34.65,NY
'21306',5/14/2022,12/31/2099,28.16,NY
'21308',5/14/2022,12/31/2099,28.16,NY
'21313',5/14/2022,12/31/2099,28.16,NY
'21323',5/14/2022,12/31/2099,28.16,NY
'21442',6/25/2020,12/31/2099,72.88,NY
'21523',1/15/2022,12/31/2099,31.8,NY
'21536',1/15/2022,12/31/2099,34.62,NY
'21546',1/15/2022,12/31/2099,31.8,NY
'21551',1/15/2022,12/31/2099,34.62,NY
'21565',1/15/2022,12/31/2099,34.62,NY
'21596',1/15/2022,12/31/2099,34.24,NY
'21607',5/14/2022,12/31/2099,31.96,NY
'21608',5/14/2022,12/31/2099,31.96,NY
'21619',5/1/2022,12/31/2099,37,NY
'21641',5/14/2022,12/31/2099,46.64,NY
'21643',5/14/2022,12/31/2099,46.64,NY
'21684',1/10/2020,12/31/2099,27.48,NY
'21686',2/19/2022,12/31/2099,35.1,NY
'21703',1/10/2020,12/31/2099,27.48,NY
'21709',1/10/2020,12/31/2099,27.48,NY
'40018',10/16/2021,12/31/2099,34.16,NY
'40042',1/10/2020,12/31/2099,442.45,NY
'40046',2/13/2020,12/31/2099,343.13,NY
'40047',1/10/2020,12/31/2099,75.16,NY
'40048',1/10/2020,12/31/2099,73.28,NY
'40054',7/2/2020,12/31/2099,94.07,NY
'40072',2/17/2021,12/31/2099,56.49,NY
'40080',3/19/2022,5/27/2022,19.57,NY
'40080',5/28/2022,12/31/2099,22.96,NY
'40082',3/19/2022,12/31/2099,19.34,NY
'40085',12/27/2021,12/31/2099,742.61,NY
'40086',4/30/2022,12/31/2099,117.16,NY
'40087',3/26/2022,12/31/2099,50.88,NY
'40088',1/1/2022,12/31/2099,47.73,NY
'40099',3/26/2022,12/31/2099,50.88,NY
'40101',3/26/2022,12/31/2099,50.88,NY
'40107',7/2/2020,12/31/2099,94.07,NY
'40145',2/17/2021,12/31/2099,37.7,NY
'40146',6/11/2022,12/31/2099,51.04,NY
'40146',2/17/2021,6/10/2022,50.65,NY
'40147',5/28/2022,12/31/2099,33.25,NY
'40147',1/15/2022,5/27/2022,31.78,NY
'40148',5/28/2022,12/31/2099,36.99,NY
'40148',1/15/2022,5/27/2022,35.56,NY
'40151',8/1/2020,12/31/2099,26.39,NY
'40154',5/28/2022,12/31/2099,33.25,NY
'40154',1/15/2022,5/27/2022,31.78,NY
'40157',4/30/2022,12/31/2099,35.99,NY
'40160',8/1/2020,12/31/2099,124.4,NY
'40169',8/1/2020,12/31/2099,26.53,NY
'70000',5/1/2022,6/3/2022,55.21,NY
'70000',6/4/2022,12/31/2099,58.94,NY
'70001',5/12/2022,12/31/2099,37.78,NY
'70002',12/6/2021,6/3/2022,42.18,NY
'70002',6/4/2022,12/31/2099,48.97,NY
'70003',6/4/2022,12/31/2099,37.78,NY
'70003',5/12/2022,6/3/2022,37.78,NY
'70004',5/21/2022,12/31/2099,47.2,NY
'70005',12/13/2021,12/31/2099,36.36,NY
'70012',5/17/2022,12/31/2099,38.68,NY
'70014',5/5/2022,12/31/2099,26.95,NY
'70015',6/4/2022,12/31/2099,26.4,NY
'70015',5/6/2022,6/3/2022,23.94,NY
'70016',5/17/2022,12/31/2099,26.38,NY
'70018',1/15/2022,6/3/2022,38.36,NY
'70018',6/4/2022,12/31/2099,40.85,NY
'70019',5/23/2022,12/31/2099,34.7,NY
'70020',5/5/2022,12/31/2099,29.78,NY
'70022',1/15/2022,12/31/2099,38.36,NY
'70023',1/15/2022,6/3/2022,38.36,NY
'70023',6/4/2022,12/31/2099,40.85,NY
'70024',1/15/2022,6/3/2022,37.86,NY
'70024',6/4/2022,12/31/2099,41.59,NY
'70025',5/23/2022,12/31/2099,34.7,NY
'70031',5/23/2022,12/31/2099,29.78,NY
'70032',12/7/2021,12/31/2099,611.76,NY
'70033',5/1/2022,12/31/2099,31.31,NY
'70034',1/15/2022,12/31/2099,31.12,NY
'70035',5/1/2022,12/31/2099,31.31,NY
'70036',12/29/2021,12/31/2099,23.2,NY
'70037',1/15/2022,6/3/2022,38.36,NY
'70037',6/4/2022,12/31/2099,40.85,NY
'70038',1/15/2022,12/31/2099,38.36,NY
'70039',1/15/2022,6/3/2022,38.36,NY
'70039',6/4/2022,12/31/2099,40.85,NY
'70040',5/17/2022,12/31/2099,38.89,NY
'70041',1/15/2022,6/3/2022,38.36,NY
'70041',6/4/2022,12/31/2099,40.85,NY
'70042',12/23/2021,6/3/2022,40.76,NY
'70042',6/4/2022,12/31/2099,43.77,NY
'70044',2/16/2022,6/3/2022,34.62,NY
'70044',6/4/2022,12/31/2099,37.65,NY
'70045',6/4/2022,12/31/2099,31.43,NY
'70045',1/15/2022,6/3/2022,27.06,NY
'70046',6/4/2022,12/31/2099,37.66,NY
'70046',5/6/2022,6/3/2022,34.66,NY
'70055',1/8/2022,12/31/2099,40.5,NY
'70058',3/26/2022,12/31/2099,28,NY
'70060',5/5/2022,12/31/2099,30.69,NY
'70061',5/5/2022,12/31/2099,30.69,NY
'70063',5/17/2022,12/31/2099,30.44,NY
'70064',1/15/2022,12/31/2099,40.92,NY
'70065',1/10/2020,12/31/2099,179.79,NY
